pair_id	han_sentence	viet_sentence
HVB_001_3025	本草云：二物主五脏邪气，止痛破血，愈金疮。	"Bản-thảo cương-mục nói rằng: ""hai vật ấy chủ-trị tà-khí trong ngũ-tạng, chỉ-thống, phá huyết-tích, trị ghẻ mụt""."
HVB_001_3026	诃黎勒中州载出交爱，花白，子似栀，皮肉相著。	Kha-Lê-Lặc. Sách Trung-Châu chép: Kha-Lê-Lặc sản-xuất ở Giao-Châu, Ái-Châu, hoa trắng, hột như hột quả chi, vỏ và cơm dính sát nhau
HVB_001_3027	味无毒，主治气腹胀满。	vị không độc, chủ trị khí lạnh, bụng trướng đầy.
HVB_001_3028	常山二种，俗名黄刀、白刀。	Thường-Sơn. Có hai thứ, tục gọi hoàng-đao và bạch-đao.
HVB_001_3029	蒲黄刀伤，以末干敷即愈。	Bồ-Hoàng. Bị dao mác thành thương, dùng Bồ-Hoàng ghiền nhỏ, rắc vào thì lành.
HVB_001_3030	阿魏。	A-Ngùy.
HVB_001_3031	茶古载出谅州古都县，味苦难为饮。	Rau Đồ. Rau đắng, sách xưa chép: sản-xuất ở huyện Cổ-Đô thuộc Lượng-Châu, vị đắng khó uống.
HVB_001_3032	薏苡马援征交址，载归，能化五溪馀毒。	Ý-Dĩ (Hạt bo-bo). Khi Mã-Viện sang đánh Giao-Chỉ, có chở ý-dĩ về, đi qua Ngũ-Khê, hạt rơi xuống rồi mọc lên.
HVB_001_3033	坡诗云：伏波饮薏苡，御瘴传神良。	Tô-Đông-Pha có bài thơ: Phục-Ba dùng ý-dĩ, Trị ngược thuốc như thần.
HVB_001_3034	能除五溪毒，不救谗言伤。	Độc Ngũ-Khê trừ được, Khôn trừ nộc sàm-nhân.
HVB_001_3035	风姜切片贴额左右，止头痛。	Phong-Cương (Gừng). Xắt lát dán hai bên màng tang, hết đau đầu.
HVB_001_3036	火姜色稍紫，俗独用为酒面，绝美。	Hỏa-Cương (Riềng). Sắc hơi tía, thường dùng làm men rượu, rất tốt.
HVB_001_3037	高凉姜本州高凉，交州亦有之。	Cao-Lương-Cương. Gốc ở Châu Cao-Lương, ở Giao-Châu cũng có
HVB_001_3038	雷州产者佳。	giống sinh ở Lôi-Châu tốt hơn.
HVB_001_3039	江左曰杜若。	Ở Giang-Tả gọi là củ Đỗ-Nhược.
HVB_001_3040	味大温，治积冷腹痛，锉末微炒，米饮调服。	Vị rất ôn, chủ trị tích, lạnh, đau bụng, giã nhỏ, sao sơ, hòa với nước gạo mà uống.
HVB_001_3041	霍乱吐泻，用五两重煨熟击碎，净洗入酒一升，煮三五沸服之，立效。	Trị thổ-tả hoắc loạn: dùng Cao-Lương-Cương năm lượng, nướng chín, đập dập, rửa sạch, đổ vào một thăng rượu, đun sôi năm ba lần, uống vào kiến hiệu tức khắc.
HVB_001_3042	益声气，好颜色，豪家煎汤饮之。	Uống Cao-Lương-Cương thì thanh-khí tăng thêm, nhan-sắc tươi tốt, những nhà phú-hào hay sắc để uống.
HVB_001_3043	黄姜本草海南生者蓬术，味辛苦大寒，无毒。	"Hoàng-Cương. Bản-thảo chép: ""giống sinh ở Hải-Nam, gọi là bồng-truật. Vị cay đắng, rất hàn, không độc"
HVB_001_3044	主心腹结积，除风热，消臃肿。	chủ trị tâm phúc kiết tích, trừ phong nhiệt, tiêu ung thũng
HVB_001_3045	生啖治气。	nhai sống, trị khí.
HVB_001_3046	千金方治疮癣始生积痒，以一两重入桂酿三两作末，醋汤调下。	Thiên-Kim-Phương: trị ghẻ lác mới sinh, ngứa lâu ngày, lấy một lượng hoàng-cương hiệp vào ba lượng quế-hương, tán bột, hoà giấm uống.
HVB_001_3047	郁金味辛苦寒，主血积冷，下气，生肌止血。	Uất-Kim (củ nghệ). Vị cay đắng, tính hàn, chủ trị tích huyết, lạnh, hạ khí, sinh da non, cầm huyết.
HVB_001_3048	刘禹锡云：单用治女人宿血心气痛、冷气结聚，温醋磨服。	"Lưu-Vũ-Tích nói rằng: ""dùng Uất-Kim độc vị, trị bệnh con gái chậm thấy tháng, tâm khí kiết tụ, mài với giấm nóng mà uống"
HVB_001_3049	病后为末，调粥服。	"đau dậy, tán bột trộn vào cháo mà ăn""."
HVB_001_3050	通天犀刘欣期交州记：犀毛如豕，头有三角，鼻上角短，额上角长。	"Thông-Thiên-Tề. Sách: ""Giao-Châu-Ký"" của Lưu-Hân-Kỳ chép: ""lông tê-ngưu giống lông heo, đầu có ba sừng, sừng trên mũi ngắn, hai sừng trên trán, một dài một ngắn."
HVB_001_3051	异物志：角中时有光耀，白理如线，自末达本，为通天犀。	"Di-Vật-Chí nói rằng: ""trong sừng thường có vân trắng như sợi tơ, sáng ngời, suốt từ ngọn đến gốc"", gọi là thông-thiên-tê."
HVB_001_3052	辟水犀旧传安阳王有七寸文犀，战败投犀于水，水开，王入水免祸。	Tịch-Thuỷ-Tê. Tục truyền An-Dương-Vương có sừng văn-tê dài 7 tấc, khi đánh trận thua, ném sừng tê xuống biển, nước rẽ ra, Vương chạy vào nước, thoát nạn.
HVB_001_3053	辟寒犀唐开元二年冬至，交址进犀角一株，色黄如金。	Tịch-Hàn-Tê. Năm Khai-Nguyên thứ hai (714), đời Đường, tiết đông-chí, Giao-Chỉ dâng một sừng tê, sắc như vàng
HVB_001_3054	使者请以金盘置殿中，暖气袭人。	sứ-giả xin một cái mâm bằng vàng, đặt sừng vào, để trong đền, khí ấm xông lên người.
HVB_001_3055	上问其故，使者对曰：此辟寒犀也。	"Vua hỏi vì cớ gì? Sứ-giả tâu: ""ấy là Tịch-Hàn-Tê."
HVB_001_3056	隋文帝时尝进一株，至今日。	"Thời Văn-Đế nhà Tùy (589-604), có tiến một cái, đến nay mới tiến lại""."
HVB_001_3057	上悦，厚赠之。	Vua vui lòng tặng thưởng rất hậu.
HVB_001_3058	象林邑出象，其出还于占城。	Voi. Xứ Lâm-ấp sản-xuất voi, lúc đầu tại nước Chiêm-Thành
HVB_001_3059	俗以象驼载。	tục hay dùng voi để cỡi và chở.
HVB_001_3060	今有布政郡，乃古日角象裕县也。	Quận Bố-chánh ngày nay, tức huyện Tượng-Lâm thuộc Quận Nhật-Nam ngày xưa vậy.
HVB_001_3061	土豪杀令，立国曰林邑。	Thổ-hào giết huyện-lệnh, lập nước gọi là Lâm-ấy.
HVB_001_3062	宋理宗时，安南贡象，公卿上表贺。	Thời Tống-Lý-Tông (1225-1264), An-nam cống voi, công-khanh đều dâng biểu mừng.
HVB_001_3063	太学生献诗：三象都来八尺高，江潮万里几民劳。	Có một thái-học-sinh dâng bài thơ rằng: Ba voi đều tám thước cao, Giang-hồ muôn dặm biết bao nhọc nhằn.
HVB_001_3064	公卿尽上升平表，惟有鲰生诵旅獒。	Công-Khanh ca ngợi thăng-bình, Lữ-Ngao chỉ có trâu-sinh tâu bày.
HVB_001_3065	至元丙子，朝廷平宋，驿桂始近安南，屡贡焉。	Năm Bính-Tý (1276) hiệu Chí-Nguyên, triều-đình dẹp yên nhà Tống, thẳng ruỗi đến Quế-Châu gần An-nam, nước ấy thường đem voi cống.
HVB_001_3066	雄者两牙，雌无之。	Voi đực có hai ngà, voi cái không có.
HVB_001_3067	力辛丁鼻。	Sức mạnh của voi ở nơi vòi.
HVB_001_3068	王命人物以鬭胜负。	Nhà vua thường mở cuộc đấu voi để xem hơn thua.
HVB_001_3069	取象者以驱其雌入山，后以甘蔗诱其雄至，设阱以陷。	Muốn săn voi, người ta lùa voi cái vào rừng, kế lấy mía dụ voi đực đến, đào hầm để sập bắt.
HVB_001_3070	初甚咆哮，收教之，渐解人意。	Lúc mới sa hầm, voi rống hét om sòm, người ta bắt về tập, dần dần nó hiểu ý người.
HVB_001_3071	过节礼仪，奴以锦覆象背，令跪拜。	Gặp lễ tiết, người nài lấy gấm phủ lên lưng voi, khiến quỳ lạy quốc chúa.
HVB_001_3072	国主丧，则被锦鞍，流泪成旬。	Lúc đám tang, thắng yên vàng (?), voi chảy nước mắt thành khối.
HVB_001_3073	性极灵。	Tính rất khôn
HVB_001_3074	居山林，每雄拥雌四五十以为强。	ở rừng núi, một con voi đực cặp bốn, năm chục voi cái
HVB_001_3075	好饮酒，以鼻穿山民壁，饮尽而气不损。	ưa uống rượu (?), thường lấy vòi xoi phên nhà của dân ở núi để uống, uống hết vò mà không say.
HVB_001_3076	若二者行得一物而均分之。	Nếu hai con đi chung, được một vật gì, cũng chia đôi.
HVB_001_3077	喜浴于江，月夜戏浮水。	Những đêm trăng, ưa ra sông tắm lội.
HVB_001_3078	及归林，民从后击锣鼓喊闪惊之，群象争走，径路狭处，陷沟壑中不能起，民刺杀之。	Lúc trở về rừng, dân đuổi theo sau đánh trống, thanh-la inh ỏi, làm cho voi kinh sợ chạy bậy vào lối hẹp, sa lầy, không dậy được, bị dân đâm giết chết.
HVB_001_3079	其牙纹色净丽，自死及退落之牙不以为贵。	Ngà voi có vân, sắc tươi sáng, những ngà chết, ngà rụng, không tốt.
HVB_001_3080	林邑人杀象，象怒，布阵以圈人，人斫树，取衣挂树枝，缘他树而走。	Người Lâm-Ấp hay giết voi, voi oán, dàn trận vây người, người sợ trèo lên cây, cởi áo treo ở cành, rồi chuyền qua cây khác chạy trốn
HVB_001_3081	象见衣以为人，有以鼻汲水灌树，其枝倒，不见人，怒，踏碎其衣而去。	voi thấy áo treo, tưởng người, lấy vòi hút nước xối vào cây và lay cho cây đổ, không thấy người, giận chà nát áo rồi bỏ đi.
HVB_001_3082	象病，首必向南而死。	Voi bệnh thì day đầu về hướng nam mà chết.
HVB_001_3083	肉粗连皮煮易熟，牙笋足掌肉稍佳。	Thịt voi thô, để cả da nấu mau chín, thịt gần nơi ngà và bàn chân khá ngon.
HVB_001_3084	兕交州记：出九德，生一角，长二尺。	"Bò tót. Giao-Châu-Ký chép rằng: ""Bò tót sản xuất ở quận Cửu-Đức, có một sừng, dài hai thước."
HVB_001_3085	汉灵时，九真献奇兽。	Thời Hán Linh-Đế (168-188), Cửu-Chân dâng bò tót, cho là con thú lạ.
HVB_001_3086	至元间，安南尝贡焉。	Khoảng niên-hiệu Chí-Nguyên (1264-1294), An-nam thường đem cống.
HVB_001_3087	白鹿晋元康初，白鹿见交址武宁县。	Bạch-Lộc. Đời Tấn, đầu niên-hiệu Nguyên-Khương (291-199), có con hươu trắng xuất hiện ở huyện Vũ-Ninh, quận Giao-Chỉ.
HVB_001_3088	宋文帝元嘉末，交址献白鹿。	Đời Tống Văn-Đế, cuối niên-hiệu Nguyên-Gia (453), Giao-Chỉ đem dâng hươu trắng.
HVB_001_3089	潜水牛交州记：勾漏县有潜水牛，上岸则角软，入水则复坚。	"Tiềm-Thuỷ-Ngưu (trâu lặn dưới nước). Giao-Châu-Ký chép rằng: ""tại huyện Câu-Lậu có giống trâu lặn ở dưới nước, lên bộ thì sừng mềm, vào nước sừng lại rắn""."
HVB_001_3090	猩猩南中志：狗形人面，在山谷中，行无常路，百辈为群。	"Tinh-tinh. Nam-Trung-Chí chép rằng: ""hình chó, mặt người, ở trong hang núi, đi không do một lối quen nào, hằng bầy cả trăm con."
HVB_001_3091	人以酒并草屦数十相连结，置于路间。	Người ta thường lấy rượu và mấy chục đôi giép cỏ kết lại với nhau, bày ra giữa đường
HVB_001_3092	猩猩见之，即知其人先祖姓名，呼而骂曰：奴故张我。	"Tinh-tinh gặp thấy, tức thì kêu tên họ ông cha của người mà chửi, và nói rằng: ""Tụi bây cố bẩy ta"
HVB_001_3093	亟舍去，已而复还，相呼尝酒，著草屦，进一二升，大醉，屦辄绊倒，即擒之。	"mau bỏ đi cho rồi"". Nhưng sau lại kêu nhau uống nếm rượu, xỏ giép đi chơi, uống một vài chung đã say, giép bị giây chằng, té ngữa, thế là bị bắt."
HVB_001_3094	昔人饷封溪令，令问有何物，猩猩曰：斗酒并仆耳。	"Người xưa hỏi quan lệnh Phong-Khê: ""Phong-Khê có vật gì?"". Đáp: ""Chỉ có tinh-tinh, rượu và tớ""."
HVB_001_3095	狒狒郭璞云：出交州山中，状如人面，长背黑身，有毛及踵，被发，迅走食人，见人则笑。	"Phất-phất (đười ươi, một loại khỉ). Quách-Phác nói rằng: ""Đười-ươi sản-xuất trong miền núi Giao-Châu, hình dáng giống người, lưng dài, mình đen, có lông đến gót chân, xỏa tóc, chạy mau, ăn thịt người, thấy người thì cười""."
HVB_001_3096	左思云：佛佛笑而被格者。	"Tả-Tư nói rằng: ""Đười-ươi cười bị đấm""."
HVB_001_3097	蚁子盐醢古载交州溪洞酋长多收蚁盐以酱，非官及亲族不得交接。	"Nghị-Tử-Diêm-Ải (trứng kiến muối chua). Sách xưa chép: ""Tù-trưởng các khê động ở Giao-Châu hay lấy trứng kiến muối chua, không phải các quan và thân-tộc, không được dùng món ăn nầy tiếp đãi (?)."
HVB_001_3098	郊特牲称腶修用蚁盐。	"Thiên Giao-Đặc-Sinh có nói: ""dùng tương trứng kiến""."
HVB_001_3099	祭统云：陆产之醢，谓蚁蝝之属也。	"Sách Tế-Thống bảo rằng: ""muối sản-xuất ở lục-địa, tức mà muối dùng làm tương trứng kiến""."
HVB_001_3100	周礼醢人馈食之豆有蚳蚁子也。	"Sách Châu-Lễ: ""người đầu bếp dọn tương có món tương trứng kiến""."
HVB_001_3101	范蔚云：中国失求之四夷，非夷诏也。	"Phạm-Uý-Tông nói rằng: ""Món trứng kiến ở Trung-Quốc thất truyền, nên mới tìm ở nơi người Mán, chứ không phải người Mán biết làm ra trước""."
HVB_001_3102	蜡。	Sáp ong.
HVB_001_3103	铅。	Chì.
HVB_001_3104	铁。	Sắt.
HVB_001_3105	锡。	Thiếc.
HVB_001_3106	杂记唐会昌五年举格节文：安南所送进士不得过八人，明经不得过十人。	"Đời Đường, năm Hội-Xương thứ 5 (845), tiết mục nói về cách tuyển-cử: ""An-nam đưa vào thi tiến-sĩ không được quá tám người, minh-kinh không được quá mười người""."
HVB_001_3107	按唐式职方之掌，安南都护与峯等州捉搦陆路，勿令真腊国人来市器仗及马。	Xét theo phép đời nhà Đường, chức-vụ của các quan phiên-trấn: đô-hộ An-nam và Phong-Châu có nhiệm-vụ đề-phòng đường bộ, đừng cho người nước Chân-Lạp vào Lĩnh-Nam mua khí-giới và ngựa.
HVB_001_3108	入藩岭南溪洞有生梗处，须镇压者，交、广、邕、桂、容五都督每三年一度领兵巡压。	Các khê, động ở phiên-tấn, nơi nào ương-ngạnh, cần phải trấn áp, thì các vị đô-đốc ở năm châu: Giao, Quảng, Ung, Quế và Dung, ba năm một lần, phải đem quân đi tuần áp
HVB_001_3109	至时，仍以状奏闻。	đi đến đâu làm trạng tâu về vua nghe.
HVB_001_3110	诸边郡须有接行及引接诸藩丈首领应备仪式者，蜀郡、南海、安南各听三百骑以下。	Các biên quận lo việc đón tiếp và hướng dẫn, các thủ-lĩnh ở các phiên-trấn lo chỉnh bị nghi-thức. Thục-quân, Nam-Hải, An-nam đều cho sử-dụng từ 300 quân kỵ giở xuống.
HVB_001_3111	桂、广、邕、容、安南、黔南等都督府管内首领有强宗部落，大问取甲兵头数及兄父具景行干能文武才略，每年各以名闻，应追宿卫，量事处分。	Dưới quyền quản-trị của các đô-đốc-phủ các quận Quế, Quảng, Ung, Dung, An-nam, Kiếm-Nam, có những bộ-lạc lớn, cần phải tra vấn nhân-số giáp binh, phụ-huynh các bộ-lạc ấy, nếu có người tính nết tốt, làm việc giỏi, có văn vũ tài-lược, mỗi năm biên tên tâu về vua nghe để tùy tài sử dụng.
HVB_001_3112	安南桂管等官身及家口赴任，给传乘：一品马十匹、驴十头，二品马九匹、驴九头，三品马八匹、驴八头，四品五品马四匹、驴四头，六品七品马二匹、驴二头，八品九品马一匹、驴一头。	Các quan và gia-quyến các quận An-nam, Quế-Châu và Quảng-Châu, mỗi lúc phó nhiệm, được cấp phát ngựa trạm như sau: Nhất phẩm: ngựa 10 con, lừa 10 con. Nhì phẩm: ngựa 9 con, lừa 9 con. Tam phẩm: ngựa 8 con, lừa 8 con. Tứ phẩm, ngũ phẩm: ngựa 4 con, lừa 4 con. Lục phẩm, thất phẩm: ngựa 2 con, lừa 2 con. Bát phẩm, cửu phẩm: ngựa 1 con, lừa 1 con.
HVB_001_3113	口少者，准见口给之。	Người ít, tùy số người mà cung cấp.
HVB_001_3114	掖垣丛志云：四夷君长内属者，若封王爵及建节，惟夏州、交址入学士草制，馀则否。	"Sách Dịch-Viên Tùng-Chí, nói rằng: ""mỗi lúc phong vương hay ban tiết việt cho các quận-trưởng các nước Mán, nội thuộc Trung-Quốc, chỉ có An-nam và Hạ-Châu thì quan học-sĩ thảo tờ chế-sắc, còn các xứ khác thì không cần."
HVB_001_3115	史通云：十室之邑，必有忠信。	"Sử-Thông chép rằng: ""Xóm ở 10 nhà, tất có người trung tín"
HVB_001_3116	欲不朽之在人何者。	muốn lưu truyền bất hủ, công truyền bá nhờ ở nơi người.
HVB_001_3117	交址远居南裔，越裳之俗也；炖煌僻处西域，昆夷之乡也。	Vì sao Giao-Châu xa ở phương nam, dòng giống của Việt-Thường, Đôn-Hoàng ở tận Tây-Vực, quê hương của Côn-Nhung
HVB_001_3118	求诸人物，自古阙载。	nhơn-vật của hai xứ ấy, từ xưa không thấy truyền chép?
HVB_001_3119	盖由地居下国，路绝上京，史官注记未能及也。	Bởi vì ở tận nước ngoài, đường xa kẻ chợ, cho nên sử-quan không ghi chép đến vậy.
HVB_001_3120	既而士燮著录，刘炳裁书，则磊落英才，灿然盈眸矣。	May nhờ có Sĩ-Nhiếp chép truyện, Lưu-Bính viết sách, mà anh-tài lỗi lạc hai xứ ấy mới được lưu danh.
HVB_001_3121	向使二贤不出，两部无记，则边郡之君子何以闻于后世乎。	Nếu hai nhà hiền-giả không ra đời, việc hai quận ấy không có sách chép, thì các bậc quân-tử ở biên quận, làm sao truyền tiếng đến đời sau.
HVB_001_3122	是知著述之功，其力大矣。	Do đó, biết công việc trước thuật có hiệu-lực rất lớn
HVB_001_3123	岂与夫诗赋小技较优劣哉。	"chẳng phải cùng nghề mọn thơ phú, so sánh hơn thua vậy""."
HVB_001_3124	陆宣公奏议论南岭请于安南置市舶中使状。	Lời tâu của Lục-Tuyên-Công bàn về việc Kinh-Lược-Sứ Lĩnh-Nam xin đặt sở thị-bạc (cũng như sở đại-lý mua hàng) ở An-nam và phái Trung-sứ qua giám-thị:
HVB_001_3125	岭南节度经略使奏：近日船头多往安南市易，进奉事大，实惧阙供。	"Lĩnh-Nam Tiết-Độ Kinh-Lược-Sứ tâu rằng: ""Gần đây có nhiều thuyền qua An-nam mua vật-dụng để dâng lên vua, công việc lớn lao, sợ đồ cung cấp không đủ."
HVB_001_3126	臣今欲差判官就安南收市，坐定一中使与臣使司同勾当，庶免隐欺。	Nay tôi muốn sai phán-quan qua An-nam thu mãi vật-hạng, xin triều-đình phái một vị Trung-sứ cùng với Sứ-ty của tôi, đồng đi công-tác, ngõ hầu tránh việc gian dối.
HVB_001_3127	希颜奉先圣旨，宣依者。	"Mong xin Thánh-chỉ chuẩn-y""."
HVB_001_3128	远国商贩，惟利是求。	"Thiết nghĩ: ""Những kẻ buôn bán nước ngoài chỉ cầu mối lợi"
HVB_001_3129	绥之斯来，扰之则去。	được yên vỗ thì đến, bị quấy nhiễu thì đi.
HVB_001_3130	广州地当要会，俗号殷繁，交易之徒，侵克过深，则必招怀失所。	Quảng-Châu là nơi đô-hội trọng-yếu, có tiếng dân đông, của nhiều. Chỉ vì bọn giao dịch xâm khắc quá chừng, mất cả ý-nghĩa làm cho người xa cảm mến.
HVB_001_3131	曾无内讼之意，更兴出位之思。	Đã không biết tự-trách, còn vượt ra ngoài chức-vị của mình.
HVB_001_3132	玉毁椟中，是将谁咎；珠飞境外，安可复还。	Ngọc nát trong hòm, vì ai nên nỗi, châu đời ngoài cõi, bao thuở trở về.
HVB_001_3133	书曰：不宝远物，则远人格。	"Kinh-thơ nói rằng: ""Không quí vật ở phương xa, thì người xa đến""."
HVB_001_3134	今既欲如此，宜其殊俗不归。	Nay đã ham muốn như thế, cho nên phương xa không qui phục là phải.
HVB_001_3135	况又将荡士心，诵降中使，示贪于天下，延贿通于朝廷，卑污清时，亏捐圣化。	Huống nay muốn làm dao động lòng vua, xin sai Trung-sứ, tỏ lòng tham cho thiên-hạ, thông hối-lộ với triều-đình, quấy nhơ thời buổi thanh-bình, thương-tổn Thánh-triều phong-hóa
HVB_001_3136	法宜当责，事故难依。	phép nên trách phạt, việc khó y theo.
HVB_001_3137	且岭南安南，莫非王土；中使外使，悉是王臣。	Vã lại, Lĩnh-Nam, An-nam, đâu chẳng là đất nước của vua, Trung-sứ, Ngoại-sứ, ai cũng là tôi vua.
HVB_001_3138	若缘军国所须，皆有令式，慎制人思奉赋，孰国阙供。	Nếu cần việc nước, việc quân, đã có phép thường lệ cũ. Người lo tròn chức, nước tự thừa dùng.
HVB_001_3139	岂必信岭南而绝安南，重中使而轻外使，殊失至诚之体，又伤贱货之风。	Hà tất tin Lĩnh-Nam mà cự tuyệt An-nam, trọng Trung-sứ mà xem khinh Ngoại-sứ, đã trái hẳn tấm lòng thành thực, lại tổn thương phong-hóa khinh tài.
HVB_001_3140	皆押不出。	Lời tấu-nghị của Tuyên-Công đều bị im, không đưa ra bàn luận.
HVB_001_3141	柳子厚为安南杨侍御祭张都护文。	Bài văn của Liễu-Tử-Hậu làm cho quan Thị-ngự An-Nam họ Dương tế quan Đô-Hộ họ Trương.
HVB_001_3142	维年月日，故吏某职官某，敬祭故都护御史中丞张公之灵。	Duy: Ngày... tháng... năm... cố-lại mổ, quan-chức mổ, kính tế trước linh-vị Cố Đô-Hộ Ngự-Sử Trung-Thừa Trương-Công mà than rằng:
HVB_001_3143	"交州之大，南极天际。 ""Giao-Châu"	rộng lớn, xa tít chân trời phương nam
HVB_001_3144	禹绩无施，秦强莫制。	công-đức của vua Hạ-Vũ không thi-thố đến nơi và cường-quyền của nhà Bạo-Tần không chế-ngự nổi.
HVB_001_3145	或宾或叛，越自汉世。	Khi làm phản, lúc xưng thần, từ đời Hán trở lại đây, luôn luôn như thế.
HVB_001_3146	圣唐宣风，初鲜宁岁。	Thánh-thiên-tử nhà Đường ta tuyên dương phong-hóa, ban đầu chẳng mấy lúc được yên.
HVB_001_3147	稍臣卉服，渐化椎髻。	"Dần dần phong-tục thay đổi, dân-tộc ""tóc cài áo cỏ"", hướng hóa xưng thần"
HVB_001_3148	卒为华人，流我恺悌。	cuối cùng trở nên như người Trung-Hoa, thấm nhuần hòa-thuận.
HVB_001_3149	士燮之理，惟公克继。	Trị công của Sĩ-Nhiếp, chỉ có ông nối được
HVB_001_3150	勤劳远图，敷赞嘉惠。	lúc nào ông cũng siêng năng, biết lo xa, rộng thi ân huệ
HVB_001_3151	铜柱南表，前功载修。	bồi đắp công-nghiệp của tiên-nhân đã lập trụ đồng làm tiêu biểu ở phương nam.
HVB_001_3152	空道北出，式遏蛮陬。	Đi từ phương bắc qua trấn ngự man-khu
HVB_001_3153	梯航连连，旌旆悠悠。	liền liền xe ngựa, phới phới sinh kỳ
HVB_001_3154	辐辏都会，皇威以流。	làm cho Giao-Châu trở nên một xứ phồn-hoa đô-hội, thấm nhuần oai đức của nhà vua.
HVB_001_3155	方荷天宠，宜公宜侯。	Ông đương được nhà vua tin yêu, đáng lẽ được phong tước công-hầu
HVB_001_3156	声驰帝乡，魄降炎州。	nhưng tiếng ông vừa đồn về Kinh-Sư vang dậy, thì hồn ông đã sớm lìa cõi thế ở đất Viêm-Châu.
HVB_001_3157	呜呼哀哉。	Than-ôi! Thương thay!
HVB_001_3158	公昔试吏，时推清能。	Nhớ lại ngày xưa, lúc ông mới bước chân vào đường quan-lại, đã nổi tiếng tài cán thanh liêm
HVB_001_3159	昔公为安南经略巡官，人知准绳。	đến lúc qua làm kinh-lược phán-quan ở An-nam, giữ đúng mực thước
HVB_001_3160	鳏寡以安，征赋用登。	những kẻ cô quả được yên, thuế khoá đầy đủ.
HVB_001_3161	柱史稍迁，郎曹既升。	Dời qua làm chức Trụ-sử, kế thăng chức Tào-Lang
HVB_001_3162	程功佐理，海裔斯澄。	ở đâu cũng có chính-tích tốt, dân duyên-hải được hưởng sự an-ninh.
HVB_001_3163	乃纪南方，专任是凭。	Nay triều-đình chuyên nhiệm ông qua làm đô-hộ ở phương nam
HVB_001_3164	礼分五玉，恩锡百朋。	lễ ban rất hậu, ân tứ rất nhiều.
HVB_001_3165	开府辟掾，群英攸属。	Ông mở phủ-đường tuyển dụng nhân-tài, bao nhiêu kẻ lương-năng đều về làm thuộc lại.
HVB_001_3166	顾兹微陋，敢厕甄录。	Tự xét kẻ hèn mọn nầy, đâu dám mong được chọn lựa.
HVB_001_3167	既受筐篚，载加命服。	May đâu ơn trên sai khiến, được tuyển bổ làm chức An-nam Thị-Ngự.
HVB_001_3168	星言赴命，注望帏幄。	Tôi vừa toan chờ ngày đăng trình phó nhậm
HVB_001_3169	视险如夷，瞻望非邈。	quản bao đường sá xa xuôi.
HVB_001_3170	伯氏左宦，爰滞中途。	Đi được nửa đường, gặp người anh bị trích ra làm quan ngoại-quận
HVB_001_3171	流连隐忧，言念涕濡。	cùng nhau lưu luyến khóc lóc, thành ra trễ nãi.
HVB_001_3172	子姓莫在，使命顿殊。	Vả thê-tử không có, chiếc bóng bơ-vơ
HVB_001_3173	兢魂吊影，敢废斯须。	thân lưu ở giang biên, mộng ra ngoài thiên-tế.
HVB_001_3174	情留江徼，梦结天隅。	Chậm bề phục-dịch, trằn-trọc lo âu
HVB_001_3175	恩切有裕，义乖从役。	thành thử sinh ra thương cảm.
HVB_001_3176	顾慕长恸，展转增惕。	Chỉ chờ hết bề lo lắng, kíp kíp lên đường
HVB_001_3177	膂力犹在，中肠屡激。	ngờ đâu trời chẳng chìu người, hạn tai không tránh khỏi
HVB_001_3178	方俟消忧，永期投迹。	vừa toan thượng lộ, thì hung tín đã đưa đến nơi.
HVB_001_3179	谦德不福，法星降灾。	Vật mình tức tối, sững sốt bi ai
HVB_001_3180	廷悬遽彻，驿讣爰来。	đã không kịp thấy dung-nhan, khốn nỗi báo đền ân-đức.
HVB_001_3181	抚躬益恨，循顾增哀。	Nay kính dâng lễ bạc, vọng bái trước xe tang
HVB_001_3182	瞻容莫及，报德何阶。	Nam-Câu một chén rượu suông, tả tình u-uất.
HVB_001_3183	唐郑畋，字台文，僖宗朝为相。	Đời Đường, Trịnh-Điền, tên chữ Thai-Văn, làm tướng triều Hy-Tông.
HVB_001_3184	初，交广邕南兵，旧取岭北五道米往饷，运之船多败没。	Nguyên trước đội Nam-binh ở ba châu Giao, Quảng và Ung, vận lương do năm đường Lĩnh-Bắc, thuyền bè chuyển vận qua lại, hay bị chìm đắm.
HVB_001_3185	畋请以岭南盐铁委广州节度韦荷，岁煮海取盐直四十万缗，市虔吉米以赡安南，罢荆洪等漕役，军食遂饶。	Điền xin lấy lợi muối và sắt ở Lĩnh-Nam, giao cho Tiết-Độ Quảng-Châu hằng năm nấu nước biển lấy muối cung cấp cho An-nam, bãi việc vận lương ở mấy châu Kinh, Hồng, quân lương nhờ vậy được đầy đủ.
HVB_001_3186	后以王师甫为岭南洪军副使，师甫请兼总兵，而岁加献钱二十万缗。	Sau Vương-Sư-Phủ làm Hồng-Quân Phó-Sứ Lĩnh-Nam, xin đừng tiến binh mà hiến tiền thêm hai mươi vạn.
HVB_001_3187	畋曰：荷且有功，而师甫以利啖朝廷，谋夺其兵，不可，罢之。	Kinh-Lược-Sứ kêu nài rất gắt, nhưng Sư-Phủ thấy lợi nhử triều-đình, toan đoạt binh-quyền, việc không được, bèn thôi.
HVB_001_3188	宋许仲宣，字希粲，青州人。	Đời Tống, Hứa-Trọng-Tuyên, tên chữ Hy-Xán, người quận Bắc-Hải, Thanh-Châu
